id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
14474114,Awesome Room near T,89230454,Asad,,Jamaica Plain,42.29463,-71.1158,Private room,45,91,9,2017-09-03,0.12,1,0,0,
14485918,Huge bed  and high ceiling room plus two closets.,67103816,Firlian,,Roxbury,42.3165,-71.09535,Private room,36,30,13,2022-02-01,0.19,7,111,3,
14503389,Alpha Room @ CCVP in Harvard Square,90499120,Christiana,,Allston,42.36937,-71.11465,Private room,150,1,286,2022-09-04,3.90,1,355,37,STR-15634
14531631,2 Purrfect Cat Co-Hosts Look Forward 2 Meeting U!,72882793,Drew & Liesl,,Jamaica Plain,42.30694,-71.10706,Entire home/apt,163,3,22,2022-08-02,0.33,1,6,4,STR-415715
14536322,Omega Room @ CCVP in Harvard Square,78459716,Christiana,,Allston,42.37054,-71.11269,Private room,142,1,256,2022-09-14,3.49,3,330,38,STR-15634
14539326,Andrew Sq Room Close to T&Shops 2,18479599,Agnieszka,,Dorchester,42.32429,-71.05862,Private room,75,91,3,2017-08-03,0.04,8,365,0,
14566378,"Fully-Equipped, Private 1st Floor 1-Bed/1-Bath Apt",25938192,Elena,,Jamaica Plain,42.31591,-71.11012,Entire home/apt,151,3,72,2022-09-10,1.34,2,302,13,STR-415069
14566386,"Fully-Equipped, Private 2nd Floor 1-Bed 1-Bath Apt",25938192,Elena,,Jamaica Plain,42.3174,-71.11014,Entire home/apt,156,3,159,2022-09-13,2.20,2,307,10,STR-415069
14573951,Welcoming 2 Bedroom Apt - Close proximity to MBTA,90309322,Kevin,,Jamaica Plain,42.29835,-71.11372,Entire home/apt,179,2,163,2022-09-03,2.26,1,191,34,STR-447572
14585335,SPACIOUS TOWNHOUSE with Essential Amenities,90419082,Camille,,Mattapan,42.27554,-71.07091,Entire home/apt,214,29,46,2020-12-20,0.64,3,135,0,STR-397952
14600925,Comfy & Private Room w/ Airbed by the Red Line!,16186589,Marie,,Dorchester,42.30208,-71.07005,Private room,37,30,13,2022-06-08,0.18,27,319,4,
14603013,Updated Beautiful Studio. Great location.,16708213,L A,,Back Bay,42.35415,-71.07659,Entire home/apt,100,91,164,2022-08-31,2.23,1,241,1,
14610297,Queen Ann Brookline B&B M605 #2,32532791,Marie,,Brighton,42.34028,-71.13677,Private room,180,2,29,2022-08-21,0.41,10,176,12,
14682931,"Charming room, in hip JP near The T  #2",30490577,Lori,,Jamaica Plain,42.31765,-71.10049,Private room,121,2,232,2022-09-11,3.16,3,78,22,STR-398358
14704252,Modern 3.5 BR Single Family Home,24358957,Bill,,South Boston,42.33339,-71.05317,Entire home/apt,800,29,17,2019-09-06,0.25,1,358,0,STR-416496
14706275,Quiet Low-Key Boston Get Away,9623536,Mary,,Charlestown,42.38666,-71.09292,Entire home/apt,186,1,82,2022-09-05,1.20,2,68,23,
14727253,Charming House in Cambridge C36W,12576232,Thomas,,Allston,42.36924,-71.09905,Private room,70,32,12,2022-08-21,0.16,5,14,1,
14747561,Inexpensive & Cozy Room with Airbed!,16186589,Marie,,Dorchester,42.30426,-71.07147,Private room,38,30,8,2022-05-31,0.11,27,266,1,
14757011,2nd Floor Sunny  Queen Size Bedroom,64899249,"Maria  ,",,Charlestown,42.38967,-71.09149,Private room,126,1,29,2022-08-28,0.40,9,276,6,
14759578,"East Cambridge, MIT, Kendall & free parking!",92029664,Robert,,Charlestown,42.37128,-71.08607,Entire home/apt,167,2,172,2022-09-11,2.34,1,85,29,
14770892,"Victorian Charm, Modern Style w/Private Entrance",34055750,Philip And Ann,,South End,42.34338,-71.06874,Entire home/apt,350,2,249,2022-09-11,3.39,1,186,71,STR-414322
14778561,"Mt Restmore, COZY spacious and Clean",44581223,Andre,,Hyde Park,42.25302,-71.11591,Private room,51,29,47,2022-07-31,0.64,5,272,3,STR-416718
14799678,"1 Bedroom in Back Bay, Prime Location",22541573,Ken,,Fenway,42.34404,-71.08668,Entire home/apt,240,30,1,2016-10-12,0.01,42,347,0,
14820482,Historic townhouse in the heart of Boston,92648590,Paul,,South End,42.34766,-71.06922,Entire home/apt,529,3,153,2022-08-20,2.10,1,89,33,STR-445212
14841218,"Quiet 2 Bedroom Apartment near MIT, BU & HBS",5074009,Jeff&Liz,,Allston,42.36038,-71.10789,Entire home/apt,218,91,14,2022-08-31,0.19,2,0,2,
14868157,"Charming room, in hip JP near The T  #1",30490577,Lori,,Jamaica Plain,42.31689,-71.10005,Private room,131,2,287,2022-09-13,3.91,3,112,47,STR-398358
14873100,"Large room, 2nd floor, wood floor",26098645,Manuela,,South Boston,42.33034,-71.05802,Private room,72,5,100,2022-08-25,1.38,4,144,22,STR-413140
14914342,Three-bedroom Harvard Square condo.,8944743,Philip,,Allston,42.37667,-71.11024,Entire home/apt,255,32,15,2022-08-03,0.21,1,330,1,
14918032,Luxurious and Spacious 3 BR private apt near train,44617326,Caroline,,East Boston,42.37577,-71.03156,Entire home/apt,279,91,48,2019-08-27,0.66,1,47,0,
14928081,"Rozinante - Queen, Harbor View",92691757,Melissa,,Charlestown,42.37018,-71.06109,Private room,300,1,18,2022-08-14,0.30,6,157,12,STR-420570
14928333,Spacious Private Room in Southie.,36238029,Tucker,,South Boston,42.33631,-71.04961,Private room,105,91,15,2017-08-18,0.21,1,0,0,
14943350,219 on the Ocean with Private Bath,72139831,Robin,,Dorchester,42.30755,-71.04739,Private room,97,1,282,2022-09-09,3.86,4,275,53,STR-383505
14950089,"""Casita"" on the Water - Harbor View",92691757,Melissa,,Charlestown,42.3713,-71.06154,Private room,230,1,69,2022-08-30,0.95,6,134,28,STR-420570
14950328,"""Port"" View - Queen Ensuite",92691757,Melissa,,Charlestown,42.37216,-71.05937,Private room,230,1,61,2022-08-31,0.84,6,144,10,STR-420570
14950476,Inn the Moment - Harbor View,92691757,Melissa,,Charlestown,42.37006,-71.06159,Private room,300,1,21,2022-08-18,0.29,6,138,14,STR-420570
14970501,"CDC cleaning, Modern, Spacious, 2Bedroom + Balcony",546854,Sanjay,,Brighton,42.34511,-71.13787,Entire home/apt,180,32,48,2022-04-29,0.66,5,38,4,
14982858,보스턴 뉴턴 센터 민박 R2,54549578,Grace,,Brighton,42.32926,-71.18769,Private room,80,91,16,2019-06-24,0.22,1,284,0,
14993599,"Enjoy private entrance and bath, walk to subway.",94533288,Franklin H.,,Dorchester,42.31305,-71.05094,Private room,115,3,135,2022-09-14,1.86,1,26,24,STR-415010
14995433,LUXURY APARTMENT IN THE HEART OF DOWNTOWN BOSTON,72392354,MariaLuisa,,Leather District,42.35086,-71.05901,Entire home/apt,199,91,7,2017-03-21,0.10,1,0,0,
15008378,Beachfront Homebase–15min to City: ChezGrey,24201323,Cristol,,Harbor Islands,42.36977,-70.96865,Entire home/apt,342,3,63,2022-09-10,1.94,1,276,42,
15016872,Washer+Dryer+Parking!*Private suite*Cul de sac*,34614605,Zvi,,Brighton,42.34124,-71.15811,Entire home/apt,107,2,199,2022-09-09,3.28,1,33,47,STR-393765
15020558,Spacious & Elegant Charlestown Condo Near Downtown,199789,John,,Charlestown,42.3782,-71.06498,Entire home/apt,155,91,13,2017-04-18,0.18,1,0,0,
15023471,Phil's Harvard & MIT Home,6627353,Phil,,Allston,42.37522,-71.11034,Entire home/apt,298,1,87,2022-09-11,1.36,1,33,67,STR-15209
15041925,Walk to Head of the Charles !! Prtly Furnished Apt,9795590,Patrick,,Brighton,42.35357,-71.1469,Entire home/apt,136,91,7,2018-10-23,0.10,2,169,0,
15048978,Boston South End Penthouse-Loft &Working Woodstove,12581156,Chip,,South End,42.33594,-71.07578,Entire home/apt,245,29,132,2022-04-03,1.85,1,70,1,STR-418274
15056521,Cambridge Vacation Rental Rooms M807 #2,32532791,Marie,,Allston,42.37019,-71.09931,Private room,172,3,28,2022-08-20,0.39,10,145,10,STR-12096
15084907,Sunny & Spacious w/FREE parking near Kendall/MIT,95410982,Kemi,,West End,42.367027,-71.079163,Entire home/apt,297,3,187,2022-09-12,2.69,1,65,21,C0200780491
15085512,Cozy private  room,95460673,Jacinter,,Roxbury,42.3243,-71.07328,Private room,53,91,42,2022-09-04,0.58,2,265,1,
15122796,Cozy private quiet room,95460673,Jacinter,,Roxbury,42.32439,-71.07466,Private room,60,91,53,2019-11-10,0.73,2,364,0,
15125756,Prime location Harvard/Porter Sq,3381894,Serena,,Allston,42.38342,-71.12183,Private room,81,2,212,2022-09-11,2.93,1,32,70,
15147053,Historic JP Brownstone with Parking. Pets Welcome!,14630158,Lynel,,Jamaica Plain,42.30974,-71.10798,Entire home/apt,139,1,350,2022-09-10,4.89,1,78,69,STR-447200
15148487,BEAUTIFUL BEACON HILL 2 BEDROOM!,3731207,Kaitlyn,,Beacon Hill,42.3575,-71.07138,Entire home/apt,400,4,326,2022-08-31,4.51,3,252,54,STR-416028
15172518,Spacious | Cozy | Brownstone on Comm | 1BR 1 BA #1,814298,Thatch,,Back Bay,42.34914,-71.09072,Entire home/apt,175,90,53,2022-04-03,0.85,113,5,1,Exempt: This listing is a unit used for furnished institutional or business stays
15174147,On Comm Mall|Historic Back Bay Brownstone|Studio,814298,Thatch,,Back Bay,42.34917,-71.08859,Entire home/apt,200,90,57,2022-01-30,0.85,113,95,2,
15174895,Garden Level on Comm|Architectural Beauty|1BR 1BA,814298,Thatch,,Back Bay,42.34912,-71.08876,Entire home/apt,200,75,51,2022-02-02,0.75,113,1,1,
15177273,Renovated House Clean Room near Orange line & Park,18517776,Huggy,,Roxbury,42.31313,-71.09335,Private room,36,150,2,2017-11-21,0.03,31,365,0,
15188649,"Queen Room in quiet, safe, cool Coolidge Corner",96423949,Jessica & Shawn,,Longwood Medical Area,42.33938,-71.11893,Private room,225,1,43,2022-08-18,0.59,9,210,3,
15191990,"Beautiful home, Short Walk to Harvard",4883481,Debby,,Allston,42.37267,-71.10846,Entire home/apt,389,4,25,2022-07-18,0.34,1,1,6,STR-14868
15246951,Spacious&private room closeTo Longwood MedicalArea,85145607,Tianxi,,Mission Hill,42.33169,-71.12236,Private room,98,3,14,2022-09-01,0.19,5,320,6,
15256830,Savin Hill by the Sea with Private Bath,72139831,Robin,,Dorchester,42.3094,-71.04672,Private room,100,1,262,2022-09-04,3.65,4,299,51,STR-383505
15281436,Charming Oasis Near Downtown & Airport,5618949,Alan,,East Boston,42.37814,-71.03272,Entire home/apt,92,29,62,2020-11-30,0.91,7,81,0,STR-419049
15296865,"Spectacular 1 Bedroom Condo, Walkable  to Anywhere",1012005,Josh,,Bay Village,42.34887,-71.06924,Entire home/apt,590,91,0,,,1,0,0,
15313517,Modern + Cool Spacious Studio Steps to the Subway,85533422,Justin Henry & Jorge,,Dorchester,42.31105,-71.04984,Entire home/apt,190,3,114,2022-09-10,1.57,1,332,10,Str-410337
15342021,Harmonious and Friendly place #2,17736943,Drusilla,,Dorchester,42.30702,-71.08369,Private room,65,7,123,2022-08-31,1.71,1,342,13,STR-413155
15376003,Spacious 1BR w/Full Bath on Dorchester Heights,98244983,Kevin And Diane,,South Boston,42.33385,-71.04569,Private room,127,2,246,2022-09-11,3.46,1,111,62,STR-383389
15405175,Fully Renovated 1 bedroom near Airport,98610252,Kyle,,East Boston,42.37925,-71.03054,Entire home/apt,179,2,140,2022-09-05,1.95,1,18,20,STR-396751
15423085,"Steps to Longwood Medical,MBTA,Boston,shopping,pkg",31340713,Kama,,Longwood Medical Area,42.33586,-71.11276,Entire home/apt,186,2,193,2022-08-08,2.72,50,208,35,
15453527,"Renovated Clean house, Orange Line, EZ to Longwood",18517776,Huggy,,Roxbury,42.31313,-71.09335,Private room,36,150,5,2018-01-28,0.07,31,365,0,
15512578,private studio near Harvard/MIT,11659356,Sue,,Allston,42.36672,-71.09938,Entire home/apt,165,2,243,2022-09-13,3.56,1,285,61,C0056470491
15521407,Large Private room in Savin Hill,72139831,Robin,,Dorchester,42.30918,-71.04643,Private room,75,1,178,2020-09-07,2.49,4,1,0,STR-383505
15523233,On River/Harvard Sq. two blocks,87618246,Richard,,Allston,42.37433,-71.13024,Entire home/apt,279,1,263,2022-08-30,3.66,3,288,70,STR-18635
15559436,"Beautifully renovated 1 Bed Apt. - Allston, Boston",100180968,Charles,,Allston,42.3533,-71.12833,Entire home/apt,109,29,401,2022-08-03,5.85,1,177,4,STR-416677
15581608,New Stylish Studio Overlooking Newbury Street!,44341268,Tony,,Back Bay,42.34767,-71.08475,Entire home/apt,249,3,183,2022-09-10,2.55,2,50,33,Exempt: This listing is a hotel or motel
15582062,Cozy Studio on Enchanting Newbury Street!,44341268,Tony,,Back Bay,42.34762,-71.08579,Entire home/apt,249,3,173,2022-09-11,2.42,2,54,20,Exempt: This listing is a hotel or motel
15660279,Lrg 4 Bdrm Prvt. Patio Quiet Top Location Parking,66257167,Victoria,,Bay Village,42.35027,-71.06853,Entire home/apt,471,2,244,2022-08-28,3.42,3,99,45,STR-398206
15665707,"Quite, clean and easy!",16052189,Jonathan,,Hyde Park,42.2374,-71.13253,Private room,39,91,8,2019-07-27,0.11,5,0,0,
15665935,"Boston private room - Spacious, tidy, close to T",16052189,Jonathan,,Hyde Park,42.23547,-71.131,Private room,30,91,6,2019-12-31,0.12,5,308,0,
15702714,Luxury Brookline/Boston 6 Bedroom home,21687132,Nicole,,Allston,42.34825,-71.12555,Entire home/apt,3500,5,0,,,1,364,0,
15714436,Family Home Near Downtown + Beautiful Harbor Views,7651528,Bronwyn,,East Boston,42.36524,-71.0308,Entire home/apt,119,4,32,2021-04-28,0.62,1,0,0,STR-439247
15773389,Single room across from Fenway Park,78923625,Zac,,Fenway,42.34773,-71.09399,Private room,65,91,4,2017-06-29,0.06,1,0,0,
15788977,REMOTE WRK READY SPACIOUS 1 BD + DEN in HARVARD SQ,102134649,Cambridge,,Allston,42.37858,-71.12297,Entire home/apt,277,1,61,2022-08-15,0.87,1,162,23,C0191060491
15797699,Beautiful 1 Bed with excellent location!,28123912,Ned,,Beacon Hill,42.35844,-71.06358,Entire home/apt,80,91,106,2022-04-10,1.50,2,15,1,
15802157,"Renovated Studio at a 10min walk to Fenway, T",31340713,Kama,,Fenway,42.34617,-71.10723,Entire home/apt,105,2,188,2022-09-05,2.65,50,283,42,
15806569,"Private WC, Separate Entrance and near Subway",34926211,Quinn,,Charlestown,42.3883,-71.08336,Private room,84,2,432,2022-09-08,6.05,3,17,75,
15819226,Back Bay Condo on Marlborough Street!,5139380,Cheryl,,Back Bay,42.35125,-71.08667,Entire home/apt,350,3,32,2022-05-29,0.49,1,262,1,STR-416852
15821724,"Upscale 2 Bdrm Suite: Kitchen, Spa Bath, Laundry",44448784,Peter,,Dorchester,42.28,-71.06983,Entire home/apt,119,5,155,2022-08-25,2.97,1,188,29,STR-407359
15832498,Victorian Treetop Apartment - Close to Everything!,102515900,Kenneth,,Jamaica Plain,42.31764,-71.10922,Entire home/apt,281,7,57,2022-09-08,1.05,1,284,13,STR-402110
15899461,Luxury 3Br/2ba Great Boston Exceptional Location!!,102872340,Maria,,Mission Hill,42.33555,-71.11541,Entire home/apt,461,2,91,2022-09-10,1.36,1,317,15,
15929332,Harvard/MIT (Unit 1)- Brooklyn Ambiance w/ Parking,35489146,Ann,,Allston,42.36612,-71.1036,Entire home/apt,376,2,223,2022-08-15,3.16,2,23,30,STR-19477
15930566,"Spacious 2BR 2 bath w/deck, walk to Harvard & MIT",6626676,Kjersti,,Allston,42.37734,-71.10705,Entire home/apt,342,4,177,2022-09-08,2.81,1,289,41,STR-14648
15974807,Large 4BDR near Harvard with Parking,10250028,Michelle,,Allston,42.35871,-71.13249,Entire home/apt,488,1,135,2020-03-21,1.90,2,0,0,STR-411261
15981694,"Luxury, Comfortable Apartment in Fenway",103836714,Richy,,Fenway,42.34497,-71.10001,Entire home/apt,130,91,1,2017-03-08,0.01,1,0,0,
16001334,Cozy lofted studio on Beacon St in Back Bay!,14460209,Noreen,,Back Bay,42.35346,-71.07693,Entire home/apt,166,91,3,2017-07-02,0.04,1,0,0,
16012632,One Bedroom Short Walk to Harvard (Rm 1),51079261,Riverside,,Allston,42.36769,-71.10836,Private room,114,1,11,2022-05-28,0.17,3,2,1,10863
16013285,Clean & Spacious 2 bedroom Near Downtown,68235152,Shawn,,Dorchester,42.29181,-71.05264,Entire home/apt,165,2,131,2022-08-03,2.02,1,143,27,STR-383333
16040760,Artist Luxury Apt in Boston Free Park & Walk to T,104174476,Cora,,Allston,42.35457,-71.13293,Entire home/apt,248,91,71,2019-08-10,1.04,2,200,0,
16121974,Super nice room for renting locate at city center,8469839,Fahim,,Fenway,42.34245,-71.09021,Private room,60,91,13,2017-01-10,0.18,1,0,0,
16146887,A floor all to yourself in our historic home,1364642,Tito,,Charlestown,42.37039,-71.08007,Private room,149,3,121,2022-04-09,1.72,1,0,3,C0125750491
16148182,~*Pet Friendly 30min to Downtown*~ THE BOSTONIAN,14016102,Jovan,,Hyde Park,42.26219,-71.11598,Entire home/apt,171,2,184,2022-09-04,2.63,3,337,50,STR-443131
16156516,Boston Harbor Yacht  Walk to North End,3029783,Deborah,,Charlestown,42.37577,-71.04903,Entire home/apt,348,2,42,2022-08-19,0.64,5,342,8,STR-416892
16203846,"Warm, Full Size Bed in a 2nd floor Unit",64899249,"Maria  ,",,Charlestown,42.38967,-71.09149,Private room,125,1,16,2022-09-06,0.24,9,330,7,
16233671,Garden room next to T stop/bus hub.,21745230,Jurek,,Charlestown,42.38185,-71.07693,Private room,89,2,53,2022-08-27,0.84,11,292,5,STR-383107
16276850,1 bedroom/studio in southie,106461701,Jimmy,,South Boston,42.33905,-71.04792,Entire home/apt,120,91,20,2019-11-08,0.30,1,0,0,
16289640,Sunny stunning studio in a great area,33919971,Monique,,Brighton,42.33763,-71.14598,Entire home/apt,102,28,65,2022-08-08,0.95,1,272,2,
16351037,Stunning Boston 1B/1B Condo,25278528,Steven,,West End,42.36486,-71.06669,Entire home/apt,175,91,14,2019-08-05,0.22,1,87,0,
16361055,Cambridge in Harvard Square - a spacious home.,107139150,Anne,,Allston,42.37506,-71.12506,Entire home/apt,350,2,145,2022-09-04,2.14,1,305,51,Mass Tax ID . 13100123
16364879,2 beds Garden Apt-calm oasis next to T stop -3 min,21745230,Jurek,,Charlestown,42.38379,-71.0783,Private room,145,2,148,2022-09-04,2.13,11,291,4,STR-383107
16379917,Beautiful 2bd Boston open concept apt w/parking,16052189,Jonathan,,Hyde Park,42.2355,-71.13134,Entire home/apt,149,29,7,2019-07-02,0.10,5,274,0,
16380128,"Amazing room Near Harvard/MIT/BU, bike available",6030020,Jason,,Fenway,42.35709,-71.1093,Private room,400,14,10,2022-05-10,0.15,4,365,2,
16413314,Modern Brownstone - walk to Longwood Medical Area!,6570954,Tobias,,Roxbury,42.32676,-71.09364,Private room,74,6,42,2020-03-15,0.62,1,115,0,STR-430859
16436951,Beacon Hill Condo,106927354,Heidi,,Beacon Hill,42.35862,-71.06549,Entire home/apt,145,29,7,2022-08-31,0.22,1,289,3,
16441172,Quiet street in heart of Somerville,50851786,Whitney,,Allston,42.38106,-71.10472,Entire home/apt,85,1,68,2022-08-21,1.01,1,1,13,
16447567,#104 Boston 独立房 全楼禁烟AC room,112905339,Weihai,,Dorchester,42.3076,-71.06542,Private room,65,30,88,2022-07-18,1.27,10,132,3,
16453657,Quiet & Perfect Location Near The Red Line!,16186589,Marie,,Dorchester,42.28732,-71.06625,Private room,45,30,3,2019-02-11,0.06,27,328,0,
16459191,"Stylish, Best Location Back Bay Studio!",107981961,Eva,,Back Bay,42.35349,-71.07595,Entire home/apt,156,29,145,2022-07-30,2.09,1,313,3,
16462896,Clean queen room in cool Coolidge Corner,96423949,Jessica & Shawn,,Longwood Medical Area,42.33938,-71.11893,Private room,235,1,51,2022-08-24,0.74,9,143,4,
16464424,Spacious sunny 2 bedroom on public transit,76753546,Joel,,Brighton,42.34212,-71.14379,Entire home/apt,57,91,2,2017-01-04,0.03,1,0,0,
16464853,Spacious room in great location (S1-1),6094,Matt,,Charlestown,42.39347,-71.08913,Private room,54,91,5,2017-12-16,0.07,9,257,0,
16479752,Large bedroom- easy access to Boston and Cambridge,21745230,Jurek,,Charlestown,42.38191,-71.07865,Private room,75,1,3,2020-02-07,0.05,11,0,0,STR-383106
16496836,Modern Comfortable one-bed. Location can't be beat,342209,Alla,,Allston,42.3505,-71.12542,Entire home/apt,120,3,221,2022-03-27,3.18,1,273,23,
16515215,Cozy Room in Allston/Brighton,27387830,Catherine,,Allston,42.34924,-71.13915,Private room,38,91,1,2017-01-13,0.01,1,0,0,
16517776,Next to T stop-10 min to downtown Boston/Cambridge,21745230,Jurek,,Charlestown,42.38183,-71.07888,Private room,85,2,69,2022-09-09,1.05,11,317,23,STR-383107
16545081,"Renovated, Clean, Quiet & Safe Near Orange Line",18517776,Huggy,,Roxbury,42.31341,-71.09356,Private room,36,150,3,2019-10-18,0.04,31,365,0,
16556972,Sophisticated 3 BR/2 Bath/Prkng By Airpt/Boston,104174370,Linda,,East Boston,42.4056,-71.01391,Entire home/apt,177,2,353,2022-09-06,5.34,3,56,66,
16572261,"Cozy, Renovated Abode Between Harvard & MIT",45224133,Clare,,Allston,42.36915,-71.10089,Entire home/apt,99,91,75,2019-12-05,1.09,4,90,0,
16602022,"Sunny,spacious, sleeps 4, steps to MBTA,Hospitals.",31340713,Kama,,Brighton,42.34044,-71.1338,Entire home/apt,134,28,27,2019-10-24,0.41,50,263,0,
16644111,Huge 3 Bedroom on Boston City Line w Free Parking,56504650,Molly,,Brighton,42.35129,-71.18599,Entire home/apt,625,2,53,2022-08-14,0.77,3,329,8,
16671164,Comfortable 1 BR steps from public transportation,110286596,Jim,,Dorchester,42.28612,-71.06625,Entire home/apt,143,3,113,2022-07-01,1.71,1,60,20,STR-397924
16678094,"Charming, Quiet Fort Hill One-Bedroom",13544760,Matthew,,Roxbury,42.32435,-71.09203,Private room,105,2,80,2022-09-12,1.17,1,130,23,STR-397932
16692369,Bedroom in large apartment-access to Boston/Camb.,21745230,Jurek,,Charlestown,42.38366,-71.0786,Private room,75,1,6,2019-01-11,0.09,11,75,0,STR-383106
16731118,#103 Boston private AC room 可讲国语禁止吸烟,112905339,Weihai,,Dorchester,42.30775,-71.0651,Private room,55,30,48,2022-08-17,0.72,10,74,3,
16770690,Maria's JP Rental - Boston Duplex in Jamaica Plain,111344375,Maria,,Jamaica Plain,42.30745,-71.11043,Entire home/apt,188,4,56,2022-08-29,1.15,1,217,25,STR-436507
16779363,Luxury Treetop Jamaica Plain Arboretum Townhouse,8924550,Jonathan,,Jamaica Plain,42.30391,-71.11777,Entire home/apt,200,29,11,2019-12-01,0.17,1,0,0,STR-402182
16793673,Sunny 1 bedroom condo close to Harvard/MIT,6341616,Stephanie & Ken,,Allston,42.37152,-71.10035,Entire home/apt,135,90,4,2022-07-09,0.06,1,168,3,Cambridge STR-23961
16835622,馨绯的家,103389254,Jing,,Allston,42.34922,-71.13892,Shared room,30,91,1,2017-12-19,0.02,1,0,0,
16841857,"All the comforts of home, quiet city neighborhood",98067809,Steve,,Brighton,42.34926,-71.1741,Entire home/apt,199,2,228,2022-09-05,3.39,1,0,37,STR-401051
16842241,2# Minutes to Boston -Basic Bedroom,20551003,May,,Charlestown,42.37258,-71.07988,Private room,68,91,105,2019-10-27,1.56,3,90,0,
16843178,9# Minutes to Boston -Basic Bedroom,20551003,May,,Charlestown,42.37091,-71.07837,Private room,68,91,108,2019-10-31,1.61,3,90,0,
16882031,Comfy welcoming room in Boston by T,57812241,Alexia,,Dorchester,42.29345,-71.06592,Private room,69,150,0,,,1,269,0,
16883245,Little bedroom with twin bed near Cambridge,112584712,Ellie,,Brighton,42.37864,-71.16551,Private room,64,92,5,2020-04-10,0.08,1,85,0,
16892278,Fantastic 2 Bedroom Apartment,37177446,Nelson And Marlene,,Roslindale,42.27781,-71.11602,Entire home/apt,200,3,47,2022-08-29,0.73,2,319,15,STR-415843
16923467,Quiet stay in a Brookline Village,6963539,Joseph,,West Roxbury,42.29506,-71.15325,Private room,500,91,5,2017-04-24,0.07,1,90,0,
16971718,A Victorian Secret AMAZING apt.  in Historic Home,113533375,Devora,,Roxbury,42.3237,-71.09514,Entire home/apt,234,2,189,2022-09-13,3.22,2,271,47,STR-395394
17011428,Cambridge Basement Apartment over 90 day rental,404360,Victor,,Allston,42.37808,-71.14286,Entire home/apt,175,91,42,2021-12-01,0.63,2,319,1,
17042433,Beautiful Back Bay 1 Bedroom with Skyline Views,22541573,Ken,,Fenway,42.34545,-71.08795,Entire home/apt,245,30,9,2018-05-17,0.14,42,340,0,
17042710,"2 Bedroom with Luxury Amenities, Views, Centralized Back Bay Location",22541573,Ken,,Fenway,42.34432,-71.08673,Entire home/apt,340,30,3,2022-06-12,0.06,42,354,1,
17075037,SweetRetreat 3.9ml Downtown Boston Fenway Freeprkg,25203946,Eder,,Dorchester,42.31057,-71.06361,Entire home/apt,485,2,118,2022-07-25,1.73,4,331,14,STR-413523
17085355,"Luxurious House-Harvard/PorterT 5BR/4Bath, Parking",33352217,Amelie,,Allston,42.38778,-71.11598,Entire home/apt,657,1,206,2022-08-30,3.04,1,100,49,
17096447,★Location ★ Walk to Subway ★ One free parking spot,47584294,Jessy And Diego,,Longwood Medical Area,42.34286,-71.11615,Entire home/apt,243,2,345,2022-08-30,5.06,10,263,89,
17107742,Beautiful Back Bay Penthouse,114866574,Linda,,Back Bay,42.35285,-71.08322,Entire home/apt,150,91,3,2018-11-03,0.06,1,0,0,
17138041,Downtown Destination | near Back Bay,10850877,Franklin,,Back Bay,42.34771,-71.07348,Entire home/apt,5000,91,164,2019-11-27,2.41,2,0,0,
17155759,"Modern townhome,Boston vacation,2 bath,pkg,deck",31340713,Kama,,Mission Hill,42.33357,-71.11992,Entire home/apt,303,2,151,2022-09-11,2.24,50,202,37,
17192456,Luxury Loft 3BR Apartment - Close to T,104174476,Cora,,Fenway,42.349,-71.11012,Entire home/apt,308,1,87,2022-08-26,1.36,2,0,5,
17209703,West Cambridge 1 BR entire apartment near Harvard,115833412,Anatole,,Brighton,42.3758,-71.15354,Entire home/apt,160,21,30,2022-04-02,0.44,1,0,2,STR-17697
17210305,Renovated House Clean room,18517776,Huggy,,Roxbury,42.31313,-71.09335,Private room,36,150,3,2017-12-01,0.05,31,365,0,
17222935,Affordable Place for your stay!,16186589,Marie,,Dorchester,42.30042,-71.0642,Private room,35,30,7,2022-05-20,0.11,27,288,3,
17223845,Perfect location & Private Room w/ Airbed Near T!,16186589,Marie,,Dorchester,42.30042,-71.06435,Private room,38,30,12,2022-08-31,0.20,27,318,3,
17285749,"Private, quiet and clean studio in ideal location",116598782,Cinzia,,Allston,42.38225,-71.11953,Private room,106,1,372,2022-08-31,5.61,1,192,62,
17285926,Perfect Location/Copley Square/South End,39323824,Peter,,South End,42.34547,-71.07481,Entire home/apt,940,4,115,2022-09-05,1.71,1,48,36,STR-398252
17296595,Beautifully renovated apartment in the trees,13242712,Benjamin,,Jamaica Plain,42.30817,-71.11114,Entire home/apt,279,2,74,2022-09-11,1.12,1,118,23,STR-431020
17300316,🎖The Antler Room | Close to Subway + Downtown🎖,102027626,Romo & Nayeli,,Dorchester,42.28901,-71.06819,Private room,86,2,126,2022-09-11,1.88,6,64,5,STR-386945
17405769,Luxury Ultra Modern House in Newton ; Boston,72523894,Amir,,West Roxbury,42.29576,-71.1787,Entire home/apt,700,6,6,2022-07-25,0.10,1,0,2,
17430142,Renovated Clean Quiet House near Orange line,18517776,Huggy,,Roxbury,42.31341,-71.09358,Private room,38,150,2,2017-06-22,0.03,31,180,0,
17458872,"2Bed Apt w/Park Near Harvard,MIT&BU",118205164,Berta,,Allston,42.37797,-71.10162,Entire home/apt,258,2,291,2022-09-01,4.33,2,55,57,
